Data,Normal (kWh),Horario Economico (kWh),Autoconsumo (kWh),Injecao na rede (kWh),Data_month,Data_day,Data_hour,temp,feels_like,temp_min,temp_max,pressure,humidity,wind_speed,rain_1h,clouds_all,weather_description
2023-01-21 13:00:00,0.723,0.0,0.549,1,1,21,13,15.55,14.91,13.43,15.7,1024.0,67.0,4.2,0.0,56.0,8.0
2023-01-21 14:00:00,0.833,0.0,0.344,1,1,21,14,15.57,14.93,13.68,15.7,1023.0,67.0,4.5,0.0,60.0,8.0
2023-01-21 15:00:00,0.567,0.0,0.384,1,1,21,15,15.1,14.39,14.23,15.15,1023.0,66.0,4.54,0.0,62.0,8.0
2023-01-21 16:00:00,0.838,0.0,0.132,1,1,21,16,15.1,14.39,13.68,15.57,1024.0,66.0,3.84,0.0,37.0,5.0
2023-01-21 17:00:00,0.521,0.0,0.002,1,1,21,17,14.54,13.83,13.12,15.82,1024.0,68.0,3.34,0.0,36.0,5.0
2023-01-21 18:00:00,0.449,0.0,0.0,1,1,21,18,13.42,12.65,12.01,13.6,1024.0,70.0,3.71,0.0,37.0,5.0
2023-01-21 19:00:00,0.373,0.0,0.0,1,1,21,19,12.05,11.53,11.45,12.88,1025.0,85.0,3.67,0.0,19.0,6.0
2023-01-21 20:00:00,0.37,0.0,0.0,1,1,21,20,11.74,10.93,10.34,12.32,1025.0,75.0,3.52,0.0,6.0,7.0
2023-01-21 21:00:00,0.424,0.0,0.0,1,1,21,21,11.14,10.29,9.23,11.77,1025.0,76.0,3.31,0.0,1.0,7.0
2023-01-21 22:00:00,0.0,0.39,0.0,1,1,21,22,10.59,9.74,8.68,11.21,1026.0,78.0,2.85,0.0,0.0,7.0
2023-01-21 23:00:00,0.0,0.473,0.0,1,1,21,23,10.14,9.46,7.57,11.21,1026.0,86.0,2.51,0.0,2.0,7.0
2023-01-22 00:00:00,0.0,0.336,0.0,1,1,22,0,9.55,8.5,7.57,10.66,1026.0,81.0,2.21,0.0,4.0,7.0
2023-01-22 01:00:00,0.0,0.386,0.0,1,1,22,1,9.44,8.51,7.57,10.1,1027.0,80.0,2.03,0.0,5.0,7.0
2023-01-22 02:00:00,0.0,0.343,0.0,1,1,22,2,9.34,8.46,6.72,9.59,1027.0,81.0,1.96,0.0,7.0,7.0
2023-01-22 03:00:00,0.0,0.329,0.0,1,1,22,3,9.43,8.51,7.57,9.59,1027.0,76.0,2.02,0.0,6.0,7.0
2023-01-22 04:00:00,0.0,0.287,0.0,1,1,22,4,8.75,7.63,5.72,9.04,1028.0,73.0,2.13,0.0,8.0,7.0
2023-01-22 05:00:00,0.0,0.264,0.0,1,1,22,5,8.34,7.12,6.72,8.99,1028.0,75.0,2.16,0.0,4.0,7.0
2023-01-22 06:00:00,0.0,0.308,0.0,1,1,22,6,7.26,5.96,5.72,8.43,1028.0,77.0,2.04,0.0,0.0,7.0
2023-01-22 07:00:00,0.0,0.664,0.0,1,1,22,7,7.33,6.11,6.68,7.88,1029.0,72.0,1.97,0.0,0.0,7.0
2023-01-22 08:00:00,0.145,0.0,0.118,1,1,22,8,6.34,5.05,6.26,7.57,1030.0,73.0,1.88,0.0,61.0,8.0
2023-01-22 09:00:00,0.0,0.0,0.309,1,1,22,9,7.69,6.28,5.72,7.93,1030.0,68.0,2.25,0.0,99.0,4.0
2023-01-22 10:00:00,0.0,0.0,0.284,1,1,22,10,8.4,7.79,7.57,8.6,1031.0,66.0,1.53,0.0,97.0,4.0
2023-01-22 11:00:00,0.0,0.0,0.44,1,1,22,11,9.59,9.59,8.43,9.82,1031.0,60.0,1.32,0.0,100.0,4.0
2023-01-22 12:00:00,0.478,0.0,0.91,1,1,22,12,10.17,8.65,9.54,10.82,1031.0,54.0,1.38,0.0,0.0,7.0
2023-01-22 13:00:00,0.944,0.0,0.887,1,1,22,13,11.32,9.84,9.54,12.82,1030.0,51.0,1.17,0.0,0.0,7.0
2023-01-22 14:00:00,0.002,0.0,0.504,1,1,22,14,11.9,10.43,10.1,13.82,1029.0,49.0,1.0,0.0,0.0,7.0
2023-01-22 15:00:00,0.0,0.0,0.353,1,1,22,15,11.9,10.22,10.66,13.82,1029.0,41.0,0.53,0.0,2.0,7.0
2023-01-22 16:00:00,1.355,0.0,0.09,1,1,22,16,12.37,10.6,10.66,12.82,1029.0,36.0,1.35,0.0,80.0,8.0
2023-01-22 17:00:00,0.582,0.0,0.0,1,1,22,17,11.76,9.93,10.72,11.82,1029.0,36.0,1.23,0.0,85.0,4.0
2023-01-22 18:00:00,1.569,0.0,0.0,1,1,22,18,9.13,8.36,7.57,10.1,1029.0,65.0,1.8,0.0,11.0,6.0
2023-01-22 19:00:00,1.84,0.0,0.0,1,1,22,19,8.2,7.12,7.57,9.54,1030.0,69.0,1.97,0.0,0.0,7.0
2023-01-22 20:00:00,0.55,0.0,0.0,1,1,22,20,8.8,7.7,7.57,8.99,1030.0,75.0,2.11,0.0,0.0,7.0
2023-01-22 21:00:00,0.385,0.0,0.0,1,1,22,21,7.2,5.61,6.72,8.43,1030.0,81.0,2.37,0.0,0.0,7.0
2023-01-22 22:00:00,0.0,0.342,0.0,1,1,22,22,7.92,6.52,5.34,8.43,1030.0,84.0,2.29,0.0,0.0,7.0
2023-01-22 23:00:00,0.0,0.465,0.0,1,1,22,23,6.89,5.51,4.23,7.32,1030.0,83.0,2.06,0.0,0.0,7.0
2023-01-23 00:00:00,0.0,0.455,0.0,1,1,23,0,5.99,4.44,3.68,6.77,1029.0,83.0,2.08,0.0,1.0,7.0
2023-01-23 01:00:00,0.0,0.305,0.0,1,1,23,1,5.84,4.46,3.12,6.21,1029.0,83.0,1.89,0.0,5.0,7.0
2023-01-23 02:00:00,0.0,0.348,0.0,1,1,23,2,4.99,3.35,2.57,5.66,1029.0,84.0,2.01,0.0,0.0,7.0
2023-01-23 03:00:00,0.0,0.332,0.0,1,1,23,3,3.4,1.53,2.57,5.1,1029.0,87.0,1.98,0.0,1.0,7.0
2023-01-23 04:00:00,0.0,0.285,0.0,1,1,23,4,4.11,2.34,2.01,5.1,1029.0,88.0,1.99,0.0,1.0,7.0
2023-01-23 05:00:00,0.0,0.301,0.0,1,1,23,5,4.0,2.04,2.01,5.01,1029.0,89.0,2.16,0.0,3.0,7.0
2023-01-23 06:00:00,0.0,0.275,0.0,1,1,23,6,3.83,1.85,1.45,3.99,1028.0,91.0,2.15,0.0,5.0,7.0
2023-01-23 07:00:00,0.0,1.683,0.0,1,1,23,7,3.12,1.0,1.45,4.45,1028.0,91.0,2.17,0.0,4.0,7.0
2023-01-23 08:00:00,0.23,0.0,0.133,1,1,23,8,3.83,1.81,1.45,3.99,1028.0,91.0,2.19,0.0,3.0,7.0
2023-01-23 09:00:00,0.0,0.0,0.299,1,1,23,9,6.55,4.49,2.57,6.82,1028.0,63.0,2.82,0.0,0.0,7.0
2023-01-23 10:00:00,0.0,0.0,0.294,1,1,23,10,7.89,6.45,5.1,7.93,1028.0,57.0,2.34,0.0,0.0,7.0
2023-01-23 11:00:00,0.0,0.0,0.3,1,1,23,11,9.42,8.62,6.21,9.59,1028.0,56.0,1.88,0.0,0.0,7.0
2023-01-23 12:00:00,0.0,0.0,0.301,1,1,23,12,10.7,9.13,9.23,10.82,1027.0,50.0,1.79,0.0,0.0,7.0
2023-01-23 13:00:00,0.0,0.0,0.37,1,1,23,13,11.21,9.48,10.34,11.26,1027.0,42.0,1.51,0.0,6.0,7.0
2023-01-23 14:00:00,0.0,0.0,0.295,1,1,23,14,11.33,9.64,8.99,12.82,1026.0,43.0,1.28,0.0,16.0,6.0
2023-01-23 15:00:00,0.0,0.0,0.307,1,1,23,15,11.84,10.05,9.54,12.82,1025.0,37.0,1.39,0.0,0.0,7.0
2023-01-23 16:00:00,0.152,0.0,0.136,1,1,23,16,11.77,9.94,9.23,11.82,1025.0,36.0,1.6,0.0,0.0,7.0
2023-01-23 17:00:00,0.453,0.0,0.001,1,1,23,17,11.09,9.33,8.68,11.68,1025.0,41.0,1.82,0.0,0.0,7.0
2023-01-23 18:00:00,0.368,0.0,0.0,1,1,23,18,7.95,6.43,5.82,9.54,1025.0,51.0,2.45,0.0,0.0,7.0
2023-01-23 19:00:00,1.346,0.0,0.0,1,1,23,19,6.82,5.08,4.15,8.43,1025.0,63.0,2.47,0.0,0.0,7.0
2023-01-23 20:00:00,0.444,0.0,0.0,1,1,23,20,5.49,3.41,3.6,8.43,1025.0,65.0,2.59,0.0,0.0,7.0
2023-01-23 21:00:00,0.369,0.0,0.0,1,1,23,21,4.52,2.48,3.04,7.32,1025.0,68.0,2.33,0.0,0.0,7.0
2023-01-23 22:00:00,0.0,0.419,0.0,1,1,23,22,4.89,2.99,1.93,6.77,1026.0,65.0,2.25,0.0,0.0,7.0
2023-01-23 23:00:00,0.0,0.31,0.0,1,1,23,23,5.47,3.5,2.49,6.21,1026.0,67.0,2.45,0.0,0.0,7.0
2023-01-24 00:00:00,0.0,0.351,0.0,1,1,24,0,4.65,2.59,1.93,6.12,1026.0,69.0,2.38,0.0,0.0,7.0
2023-01-24 01:00:00,0.0,0.376,0.0,1,1,24,1,3.28,0.92,1.38,5.66,1026.0,71.0,2.44,0.0,0.0,7.0
2023-01-24 02:00:00,0.0,0.373,0.0,1,1,24,2,2.42,0.02,0.82,5.1,1026.0,76.0,2.32,0.0,0.0,7.0
2023-01-24 03:00:00,0.0,0.351,0.0,1,1,24,3,3.08,0.91,0.82,5.1,1027.0,78.0,2.21,0.0,0.0,7.0
2023-01-24 04:00:00,0.0,0.361,0.0,1,1,24,4,1.78,-0.73,0.72,5.1,1027.0,81.0,2.32,0.0,0.0,7.0
2023-01-24 05:00:00,0.0,0.339,0.0,1,1,24,5,2.37,-0.11,0.26,5.1,1027.0,81.0,2.39,0.0,1.0,7.0
2023-01-24 06:00:00,0.0,0.362,0.0,1,1,24,6,3.01,0.73,0.26,5.1,1027.0,82.0,2.3,0.0,0.0,7.0
2023-01-24 07:00:00,0.0,1.157,0.0,1,1,24,7,2.26,-0.11,-0.29,5.1,1027.0,83.0,2.26,0.0,0.0,7.0
2023-01-24 08:00:00,0.291,0.0,0.171,1,1,24,8,3.2,0.98,2.72,4.54,1027.0,84.0,2.28,0.0,0.0,7.0
2023-01-24 09:00:00,0.0,0.0,0.305,1,1,24,9,5.67,3.36,2.49,6.26,1028.0,61.0,2.93,0.0,0.0,7.0
2023-01-24 10:00:00,0.0,0.0,0.355,1,1,24,10,7.67,6.33,4.54,7.93,1028.0,59.0,2.17,0.0,0.0,7.0
2023-01-24 11:00:00,0.0,0.0,0.347,1,1,24,11,8.78,8.78,5.66,9.04,1028.0,57.0,1.31,0.0,0.0,7.0
2023-01-24 12:00:00,0.0,0.0,0.358,1,1,24,12,10.08,8.5,8.04,10.15,1027.0,52.0,0.99,0.0,0.0,7.0
2023-01-24 13:00:00,0.0,0.0,0.364,1,1,24,13,11.11,9.66,9.23,11.26,1027.0,53.0,0.58,0.0,0.0,7.0
2023-01-24 14:00:00,0.0,0.0,0.341,1,1,24,14,11.82,10.34,11.12,11.93,1026.0,49.0,0.12,0.0,1.0,7.0
2023-01-24 15:00:00,0.0,0.0,0.356,1,1,24,15,11.84,10.36,10.9,13.04,1026.0,49.0,0.61,0.0,3.0,7.0
2023-01-24 16:00:00,0.185,0.0,0.149,1,1,24,16,11.79,10.43,9.54,13.6,1026.0,54.0,0.62,0.0,4.0,7.0
2023-01-24 17:00:00,0.534,0.0,0.001,1,1,24,17,11.18,9.79,10.1,11.68,1026.0,55.0,0.88,0.0,3.0,7.0
2023-01-24 18:00:00,2.337,0.0,0.0,1,1,24,18,8.1,7.06,7.72,10.01,1026.0,65.0,1.91,0.0,3.0,7.0
2023-01-24 19:00:00,2.198,0.0,0.0,1,1,24,19,6.96,5.45,5.26,8.9,1027.0,68.0,2.22,0.0,3.0,7.0
2023-01-24 20:00:00,0.647,0.0,0.0,1,1,24,20,6.93,5.34,4.71,8.9,1027.0,77.0,2.31,0.0,6.0,7.0
2023-01-24 21:00:00,0.516,0.0,0.0,1,1,24,21,5.32,3.29,4.15,7.79,1027.0,80.0,2.49,0.0,5.0,7.0
2023-01-24 22:00:00,0.0,0.469,0.0,1,1,24,22,6.06,4.23,5.72,7.23,1028.0,81.0,2.41,0.0,3.0,7.0
2023-01-24 23:00:00,0.0,0.418,0.0,1,1,24,23,6.09,4.61,3.6,6.68,1028.0,78.0,2.03,0.0,4.0,7.0
2023-01-25 00:00:00,0.0,0.394,0.0,1,1,25,0,4.08,2.49,2.49,6.12,1028.0,82.0,1.83,0.0,9.0,7.0
2023-01-25 01:00:00,0.0,0.378,0.0,1,1,25,1,5.46,4.18,1.38,6.68,1029.0,78.0,1.74,0.0,6.0,7.0
2023-01-25 02:00:00,0.0,0.307,0.0,1,1,25,2,4.67,3.28,1.93,6.68,1029.0,83.0,1.73,0.0,4.0,7.0
2023-01-25 03:00:00,0.0,0.327,0.0,1,1,25,3,3.87,2.2,0.82,6.12,1029.0,83.0,1.87,0.0,6.0,7.0
2023-01-25 04:00:00,0.0,0.295,0.0,1,1,25,4,3.28,1.28,1.38,5.66,1029.0,84.0,2.08,0.0,3.0,7.0
2023-01-25 05:00:00,0.0,0.328,0.0,1,1,25,5,3.85,1.96,0.82,5.66,1029.0,86.0,2.06,0.0,8.0,7.0
2023-01-25 06:00:00,0.0,0.277,0.0,1,1,25,6,3.72,1.72,0.82,5.1,1029.0,86.0,2.15,0.0,8.0,7.0
2023-01-25 07:00:00,0.0,1.083,0.0,1,1,25,7,3.59,1.53,0.82,4.54,1030.0,87.0,2.19,0.0,8.0,7.0
2023-01-25 08:00:00,0.273,0.0,0.137,1,1,25,8,3.52,1.57,0.26,4.54,1030.0,87.0,2.07,0.0,9.0,7.0
2023-01-25 09:00:00,0.0,0.0,0.287,1,1,25,9,5.61,3.55,1.93,5.82,1031.0,72.0,2.59,0.0,8.0,7.0
2023-01-25 10:00:00,0.0,0.0,0.31,1,1,25,10,6.74,5.42,4.79,6.82,1031.0,66.0,1.97,0.0,4.0,7.0
2023-01-25 11:00:00,0.298,0.0,0.613,1,1,25,11,7.92,7.07,7.23,7.93,1032.0,62.0,1.69,0.0,2.0,7.0
2023-01-25 12:00:00,0.405,0.0,0.648,1,1,25,12,9.51,8.87,8.72,9.59,1031.0,57.0,1.72,0.0,0.0,7.0
2023-01-25 13:00:00,0.0,0.0,0.277,1,1,25,13,10.19,8.75,8.9,10.82,1031.0,57.0,1.31,0.0,0.0,7.0
2023-01-25 14:00:00,0.023,0.0,0.581,1,1,25,14,11.29,9.83,10.57,11.82,1030.0,52.0,1.05,0.0,0.0,7.0
2023-01-25 15:00:00,0.155,0.0,0.401,1,1,25,15,11.32,9.92,11.12,12.01,1029.0,54.0,1.71,0.0,0.0,7.0
2023-01-25 16:00:00,0.176,0.0,0.155,1,1,25,16,11.19,9.91,8.99,13.04,1029.0,59.0,2.2,0.0,0.0,7.0
2023-01-25 17:00:00,0.308,0.0,0.003,1,1,25,17,10.61,9.32,9.54,11.93,1030.0,61.0,1.85,0.0,0.0,7.0
2023-01-25 18:00:00,0.564,0.0,0.0,1,1,25,18,8.9,7.75,6.38,9.04,1030.0,71.0,2.2,0.0,0.0,7.0
2023-01-25 19:00:00,0.741,0.0,0.0,1,1,25,19,6.32,4.67,5.26,8.43,1030.0,73.0,2.26,0.0,0.0,7.0
2023-01-25 20:00:00,1.811,0.0,0.0,1,1,25,20,7.67,6.28,4.15,7.93,1030.0,76.0,2.23,0.0,0.0,7.0
2023-01-25 21:00:00,0.539,0.0,0.0,1,1,25,21,7.06,5.64,3.04,7.37,1030.0,79.0,2.14,0.0,0.0,7.0
2023-01-25 22:00:00,0.0,0.401,0.0,1,1,25,22,6.63,4.85,4.72,6.82,1030.0,82.0,2.48,0.0,0.0,7.0
2023-01-25 23:00:00,0.0,0.424,0.0,1,1,25,23,5.88,3.93,1.93,6.26,1030.0,85.0,2.51,0.0,5.0,7.0
2023-01-26 00:00:00,0.0,0.407,0.0,1,1,26,0,5.99,4.42,3.34,6.26,1030.0,78.0,2.1,0.0,9.0,7.0
2023-01-26 01:00:00,0.0,0.394,0.0,1,1,26,1,5.48,3.91,2.23,5.9,1029.0,81.0,2.02,0.0,5.0,7.0
2023-01-26 02:00:00,0.0,0.311,0.0,1,1,26,2,2.75,0.63,-0.29,5.34,1029.0,84.0,2.11,0.0,3.0,7.0
2023-01-26 03:00:00,0.0,0.305,0.0,1,1,26,3,1.98,-0.57,-0.29,5.34,1028.0,87.0,2.39,0.0,8.0,7.0
2023-01-26 04:00:00,0.0,0.326,0.0,1,1,26,4,4.6,2.36,-0.85,5.15,1028.0,77.0,2.58,0.0,92.0,4.0
2023-01-26 05:00:00,0.0,0.287,0.0,1,1,26,5,4.14,1.6,-0.85,5.34,1027.0,79.0,2.83,0.0,91.0,4.0
2023-01-26 06:00:00,0.0,0.309,0.0,1,1,26,6,4.19,1.41,0.72,6.45,1027.0,78.0,3.16,0.0,94.0,4.0
2023-01-26 07:00:00,0.0,1.236,0.0,1,1,26,7,4.19,1.25,0.72,7.01,1027.0,78.0,3.4,0.0,76.0,8.0
2023-01-26 08:00:00,0.333,0.0,0.039,1,1,26,8,5.34,3.02,1.68,6.45,1026.0,77.0,2.86,0.0,83.0,8.0
2023-01-26 09:00:00,0.0,0.0,0.293,1,1,26,9,5.36,2.81,2.72,7.01,1027.0,78.0,3.18,0.0,47.0,5.0
2023-01-26 10:00:00,0.0,0.0,0.295,1,1,26,10,7.21,5.35,3.9,8.12,1026.0,76.0,2.73,0.0,24.0,6.0
2023-01-26 11:00:00,0.0,0.0,0.309,1,1,26,11,8.59,6.8,6.68,9.82,1026.0,74.0,3.03,0.0,35.0,5.0
2023-01-26 12:00:00,0.212,0.0,0.376,1,1,26,12,10.2,9.13,9.23,10.82,1025.0,71.0,2.86,0.0,55.0,8.0
2023-01-26 13:00:00,0.007,0.0,0.29,1,1,26,13,9.71,7.84,7.88,11.82,1024.0,80.0,3.6,0.0,65.0,8.0
2023-01-26 14:00:00,0.392,0.0,0.314,1,1,26,14,10.7,9.91,8.43,11.82,1022.0,80.0,4.05,0.0,77.0,8.0
2023-01-26 15:00:00,0.056,0.0,0.238,1,1,26,15,11.22,10.36,8.99,11.82,1021.0,75.0,3.92,0.0,36.0,5.0
2023-01-26 16:00:00,0.606,0.0,0.169,1,1,26,16,11.25,10.31,9.54,11.82,1021.0,72.0,3.78,0.0,7.0,7.0
2023-01-26 17:00:00,1.479,0.0,0.003,1,1,26,17,10.76,9.59,9.71,11.82,1022.0,65.0,3.32,0.0,0.0,7.0
2023-01-26 18:00:00,1.577,0.0,0.0,1,1,26,18,9.71,7.82,9.23,9.82,1022.0,73.0,3.63,0.0,0.0,7.0
2023-01-26 19:00:00,1.055,0.0,0.0,1,1,26,19,8.72,6.56,8.43,9.45,1022.0,75.0,3.74,0.0,0.0,7.0
2023-01-26 20:00:00,0.564,0.0,0.0,1,1,26,20,7.92,5.63,7.72,8.68,1023.0,78.0,3.65,0.0,0.0,7.0
2023-01-26 21:00:00,0.721,0.0,0.0,1,1,26,21,7.54,5.3,4.15,7.88,1023.0,81.0,3.41,0.0,0.0,7.0
2023-01-26 22:00:00,0.0,0.595,0.0,1,1,26,22,6.92,4.66,6.72,8.68,1024.0,83.0,3.24,0.0,0.0,7.0
2023-01-26 23:00:00,0.0,0.507,0.0,1,1,26,23,6.77,4.55,6.68,8.68,1024.0,83.0,3.13,0.0,0.0,7.0
2023-01-27 00:00:00,0.0,0.524,0.0,1,1,27,0,6.77,4.75,6.68,8.12,1024.0,85.0,2.83,0.0,0.0,7.0
2023-01-27 01:00:00,0.0,0.556,0.0,1,1,27,1,6.72,4.79,5.57,8.12,1024.0,85.0,2.69,0.0,1.0,7.0
2023-01-27 02:00:00,0.0,0.57,0.0,1,1,27,2,4.56,2.32,1.38,8.12,1023.0,86.0,2.57,0.0,1.0,7.0
2023-01-27 03:00:00,0.0,0.421,0.0,1,1,27,3,5.36,3.3,1.38,5.82,1023.0,85.0,2.53,0.0,3.0,7.0
2023-01-27 04:00:00,0.0,0.308,0.0,1,1,27,4,5.39,3.19,0.82,8.12,1023.0,85.0,2.71,0.0,2.0,7.0
2023-01-27 05:00:00,0.0,0.29,0.0,1,1,27,5,5.33,2.93,3.99,7.57,1023.0,84.0,2.96,0.0,4.0,7.0
2023-01-27 06:00:00,0.0,0.305,0.0,1,1,27,6,3.91,1.11,-0.29,8.12,1023.0,85.0,3.11,0.0,6.0,7.0
2023-01-27 07:00:00,0.0,0.893,0.0,1,1,27,7,4.3,1.62,2.88,7.57,1024.0,84.0,3.06,0.0,5.0,7.0
2023-01-27 08:00:00,0.313,0.0,0.173,1,1,27,8,4.3,1.73,2.88,7.01,1024.0,84.0,2.91,0.0,2.0,7.0
2023-01-27 09:00:00,0.0,0.0,0.299,1,1,27,9,6.54,4.1,2.88,7.82,1024.0,79.0,3.39,0.0,0.0,7.0
2023-01-27 10:00:00,0.0,0.0,0.303,1,1,27,10,10.1,8.84,7.57,10.15,1025.0,64.0,3.91,0.0,0.0,7.0
2023-01-27 11:00:00,0.0,0.0,0.316,1,1,27,11,10.2,8.95,8.68,10.82,1025.0,64.0,4.7,0.0,2.0,7.0
2023-01-27 12:00:00,0.001,0.0,0.596,1,1,27,12,11.16,9.79,7.88,11.82,1024.0,56.0,4.49,0.0,2.0,7.0
2023-01-27 13:00:00,0.063,0.0,0.474,1,1,27,13,11.82,10.49,8.99,12.82,1023.0,55.0,4.77,0.0,8.0,7.0
2023-01-27 14:00:00,0.046,0.0,0.401,1,1,27,14,12.41,11.04,10.1,14.15,1023.0,51.0,5.05,0.0,20.0,6.0
2023-01-27 15:00:00,0.481,0.0,0.44,1,1,27,15,11.91,10.49,10.34,14.15,1023.0,51.0,4.98,0.0,31.0,5.0
2023-01-27 16:00:00,0.273,0.0,0.185,1,1,27,16,11.86,10.43,11.21,12.82,1022.0,51.0,4.13,0.0,5.0,7.0
2023-01-27 17:00:00,0.458,0.0,0.009,1,1,27,17,11.28,9.85,11.21,12.23,1023.0,53.0,3.44,0.0,0.0,7.0
2023-01-27 18:00:00,0.493,0.0,0.0,1,1,27,18,10.01,8.71,8.68,10.66,1023.0,63.0,3.84,0.0,0.0,7.0
2023-01-27 19:00:00,0.506,0.0,0.0,1,1,27,19,8.98,6.81,7.57,9.54,1024.0,64.0,3.87,0.0,0.0,7.0
2023-01-27 20:00:00,0.612,0.0,0.0,1,1,27,20,8.61,6.46,6.38,9.54,1024.0,67.0,3.68,0.0,0.0,7.0
2023-01-27 21:00:00,0.571,0.0,0.0,1,1,27,21,7.8,5.57,6.45,8.43,1025.0,69.0,3.49,0.0,0.0,7.0
2023-01-27 22:00:00,0.0,0.578,0.0,1,1,27,22,7.05,4.82,6.45,7.88,1025.0,74.0,3.23,0.0,0.0,7.0
2023-01-27 23:00:00,0.0,0.494,0.0,1,1,27,23,7.02,4.97,6.45,7.88,1025.0,77.0,2.95,0.0,0.0,7.0
2023-01-28 00:00:00,0.0,0.595,0.0,1,1,28,0,6.74,4.71,6.12,6.82,1025.0,78.0,2.83,0.0,0.0,7.0
2023-01-28 01:00:00,0.0,0.37,0.0,1,1,28,1,5.76,3.58,4.15,6.77,1025.0,80.0,2.78,0.0,0.0,7.0
2023-01-28 02:00:00,0.0,0.316,0.0,1,1,28,2,4.69,2.4,1.93,6.21,1025.0,83.0,2.66,0.0,0.0,7.0
2023-01-28 03:00:00,0.0,0.315,0.0,1,1,28,3,3.79,1.49,0.82,5.66,1025.0,85.0,2.47,0.0,0.0,7.0
2023-01-28 04:00:00,0.0,0.3,0.0,1,1,28,4,2.99,0.66,0.26,5.1,1026.0,87.0,2.35,0.0,0.0,7.0
2023-01-28 05:00:00,0.0,0.318,0.0,1,1,28,5,2.33,-0.02,0.26,5.1,1026.0,87.0,2.26,0.0,0.0,7.0
2023-01-28 06:00:00,0.0,1.018,0.0,1,1,28,6,4.25,2.21,-0.29,4.59,1026.0,74.0,2.28,0.0,0.0,7.0
2023-01-28 07:00:00,0.0,1.364,0.0,1,1,28,7,4.4,2.34,2.72,4.59,1026.0,74.0,2.33,0.0,0.0,7.0
2023-01-28 08:00:00,0.124,0.0,0.179,1,1,28,8,3.75,1.52,2.23,4.23,1026.0,89.0,2.39,0.0,0.0,7.0
2023-01-28 09:00:00,0.062,0.0,0.444,1,1,28,9,6.0,3.64,2.49,6.26,1027.0,68.0,3.09,0.0,0.0,7.0
2023-01-28 10:00:00,0.11,0.0,0.459,1,1,28,10,7.19,5.27,4.54,7.37,1027.0,65.0,2.8,0.0,0.0,7.0
2023-01-28 11:00:00,0.213,0.0,0.652,1,1,28,11,8.79,7.11,5.66,9.04,1027.0,62.0,2.91,0.0,0.0,7.0
2023-01-28 12:00:00,0.0,0.0,0.315,1,1,28,12,10.59,9.14,9.15,10.7,1026.0,55.0,2.5,0.0,0.0,7.0
2023-01-28 13:00:00,0.0,0.0,0.305,1,1,28,13,12.04,10.63,10.34,12.37,1025.0,51.0,1.9,0.0,0.0,7.0
2023-01-28 14:00:00,0.758,0.0,0.408,1,1,28,14,12.33,10.95,10.9,13.04,1024.0,51.0,2.2,0.0,0.0,7.0
2023-01-28 15:00:00,1.328,0.0,0.544,1,1,28,15,11.85,10.47,11.45,13.6,1024.0,53.0,3.06,0.0,1.0,7.0
2023-01-28 16:00:00,0.478,0.0,0.182,1,1,28,16,11.9,10.56,10.1,14.15,1024.0,54.0,3.07,0.0,25.0,5.0
2023-01-28 17:00:00,0.553,0.0,0.002,1,1,28,17,11.8,10.52,10.66,11.82,1024.0,57.0,2.45,0.0,17.0,6.0
2023-01-28 18:00:00,0.902,0.0,0.0,1,1,28,18,9.79,8.32,9.15,10.1,1024.0,62.0,2.89,0.0,1.0,7.0
2023-01-28 19:00:00,2.183,0.0,0.0,1,1,28,19,8.02,5.93,6.93,9.54,1025.0,66.0,3.33,0.0,0.0,7.0
2023-01-28 20:00:00,1.155,0.0,0.0,1,1,28,20,8.08,5.9,7.01,8.99,1025.0,67.0,3.51,0.0,0.0,7.0
2023-01-28 21:00:00,0.71,0.0,0.0,1,1,28,21,8.18,6.33,4.71,8.82,1026.0,67.0,3.0,0.0,0.0,7.0
2023-01-28 22:00:00,0.0,1.683,0.0,1,1,28,22,6.76,4.76,4.71,7.88,1026.0,73.0,2.8,0.0,2.0,7.0
2023-01-28 23:00:00,0.0,0.916,0.0,1,1,28,23,5.56,3.31,4.15,6.68,1026.0,75.0,2.82,0.0,3.0,7.0
2023-01-29 00:00:00,0.0,0.557,0.0,1,1,29,0,5.05,2.73,4.23,7.23,1026.0,76.0,2.78,0.0,2.0,7.0
2023-01-29 01:00:00,0.0,0.41,0.0,1,1,29,1,5.05,2.77,3.12,7.23,1026.0,78.0,2.73,0.0,2.0,7.0
2023-01-29 02:00:00,0.0,0.325,0.0,1,1,29,2,5.79,3.77,3.12,6.12,1026.0,79.0,2.58,0.0,1.0,7.0
2023-01-29 03:00:00,0.0,0.331,0.0,1,1,29,3,4.82,2.69,3.12,5.57,1026.0,80.0,2.5,0.0,1.0,7.0
2023-01-29 04:00:00,0.0,0.366,0.0,1,1,29,4,3.04,0.66,2.57,5.57,1026.0,81.0,2.41,0.0,1.0,7.0
2023-01-29 05:00:00,0.0,0.321,0.0,1,1,29,5,1.22,-1.49,0.72,4.45,1026.0,83.0,2.41,0.0,0.0,7.0
2023-01-29 06:00:00,0.0,0.306,0.0,1,1,29,6,1.04,-1.75,0.72,4.45,1026.0,83.0,2.46,0.0,1.0,7.0
2023-01-29 07:00:00,0.0,1.177,0.0,1,1,29,7,0.93,-1.79,0.72,3.9,1027.0,84.0,2.37,0.0,2.0,7.0
